sentiment,content
Negatif,tolong dihapus waktu tunggu berbayar soalnya ga nunggu juga dibuat berbayar sama drivernya jalan sejam bayar rb parah sih munurutku nama driver harrys pratama teguh serang banten kerjanya ciruas
Positif,mantap baik pelayanan
Negatif,maxsim mengarah udaptesedang diplay store unistal buka dibuka balik keplay storebagaimana pihak play store tidak tanggung jawab hal brengsek wakantor maxim tidak terdaftarditelfon reguler juga tidak
Positif,sangat membantukasilah driver bonus biar smangat juga
Negatif,aplikasi paling lambat sedunia orang buru katanya sampai menit taunya menit kecewaaa berat saya
Positif,terimakasih abg jumpa ojol harum semangat pejuang rupiah
Positif,pelayanan sangat baik
Positif,layanan bagus
Negatif,agak kurang enak suka lama banget dapat draivernya sampai menit nunggu cari draivernya dulu mah cepat menit menit langsung dapat
Positif,pelayanan bagus bapaknya ramah fast respon
Positif,driver baik ramah top
Positif,pelayanan bagus ramah
Positif,sangat ramah pengemudi mobilnya
Positif,pelayanan bagus driver baik terima kasih maxim
Positif,terima kasih aplikasi sangat membantu masyarakat
Positif,baik ramah
Negatif,ko tidak ada keluar tempat lokasisaya
Negatif,setelah update gak lihat posisi driver ada sekitar mohon tampilkan posisi dirver maps sebelumnya terimakasih
Positif,sangat ramah baik
Positif,sangat membantu sekali
Positif,sangat memuaskan
Positif,saya pakai maxim ongkosan rbu sangat membantu harga terjangkau driver ramah amanah
Positif,pokoknya mantap poool
Positif,mas baik banget
Positif,terima kasihdrivernya ramah
Negatif,saya ngiisi kaspro berhasil tetep saldo nol payah pencuri saldo orang
Positif,sangat memuaskan
Positif,mantaf drivernya ramah sangat
Negatif,sumpah pakai apk bingung nentuin titik lokasinya sering banget salah melulu
Negatif,semena aplikasi terhadap driver banyak order fiktif cancel customer seenaknya sdri cs sulit dihubungi tidak respon
Positif,pelayanan sangat bagus
Negatif,jangan ksih saya iklan
Positif,sangat membantu
Negatif,aplikasi tidak bermutu
Positif,bapaknya ramahtrimakasih nggih pak
Positif,sangat membantu oke
Negatif,dulu ada diskon kenapa tidak ada kok makin kurang apknya
Negatif,maxim gak jelas kenapa penumpanh turunkan jalangak ramah banget cuma gara ongkos kecil nganter sampai gerbang perumahan dong kykgini kalitolong sleksi drivernya
Positif,terimakasih atas pelayanan sukses selalu
Positif,aplikasinya bagus sangat bermanfaat tidak ada kendaraan
Positif,mantap sangat memuaskan bakal langganan
Positif,cepat dapat orderan keren maxim
Positif,pengemudi ramah
Negatif,ribetttt polllmo pesen makanan ribetnya iya allah
Positif,penjemputan tepat waktu alhamdulillah antar selamat
Positif,pelayanan baik
Positif,ahmad sahidramah baik sopan juga
Positif,terimakasih driver baik antarkan selamat sampai depan rumah
Positif,ramah baik setiap dalam perjalanan selalu ngobrol bareng shering cerita
Positif,mantap juragan keren
Positif,driver asik ajak ngobrol
Positif,sangat perlukan
Positif,driver ramahsopan saya suka top
Positif,ramah abang
Positif,baik ramah
Positif,terimakasih buat abang
Positif,supirnya kece mobil bersih wangi super deh pokok
Negatif,bosan lihat iklan maxim berulangulang
Positif,terbaik aman sejahtera recomended driver
Positif,maxim mantap kurir ramah baik sopan tepat waktu terima kasih pak sumarto semoga sehat selalu
Positif,langsung cepat datang ramah
Positif,asik seru ngbrol
Negatif,saya memesan orderan online dapat driver tiba² sering eror kluar sendiri bahkan secara otomatis aplikasi bahkan mencari driver lagipadahal saya dapat drivertolong perbaiki
Positif,pelayanan cepat
Positif,pelayanan baik
Positif,pengemudi ramah kendaraan nyaman
Positif,drivernya ramah
Positif,baik ramah
Positif,bagus dn tepat waktu
Positif,pelayanan sangat baik sngat memuaskan tolong berikan bonus banyak
Positif,ramah sopan santun dalam berkendara sukses selalu
Positif,pelayanan bagus
Positif,sangat membantu ibuibu tidak biaa berkendara harganya terjangkau
Positif,pengemudi sangat ramah
Positif,nyamancepet ternyata pakai maxim
Negatif,kecewa sama cash profesional potongannya gede tidak ditarikdi transfer bank lain serta ada limit top up gitu masuknya top up lama tidak worth it pelayanan mapsnya tidak lengkap
Positif,driver sopan ramah
Positif,sangat memuaskan
Negatif,kurang kadang diterima gmau jalan org nungguiin lama g ada balasan
Positif,baik ramah
Positif,layanan baik
Positif,sopan sekali
Positif,pelayanannya sangat baik sangat cepat sampai tujuan
Negatif,maaf awall awall memang bagus semakin sering make pelayanan sangat buruk terutama driver mobil sangat tidak ramah kasar diberi tahu alamat benar driver tetep ngeyell alamat salah diberi tahu bahkan marah marah tolong diperhatikan
Positif,ramah sopan terima kasih
Positif,ramah pelayanan baik tidak ngebut
Positif,sangat jujur drever
Positif,terima kasih mau jemput antar baiksabar nyaman sampai tujuan
Negatif,titik tujuan gajelas ga kaya grab gojek tolong perbaiki aplikasi
Positif,pakai maxim perjalanan nyaman memuaskan
Negatif,kenapa saya tidak daftar maxim kode otp tidak muncul
Positif,semoga lancar iya kak
Positif,bagus cepat sampai
Positif,pelayanannya mantap thank abang hutapea
Positif,sangat membantu
Positif,sangat berhati jalan
Positif,paling murah tetangga ojol
Positif,sangat membantu sekali
Positif,pengemudi ramah
Positif,bapak baik banget
Negatif,terima kasih maxim harga murce sangat aku kemanamana selalu pakai maxim sampesampe teman aku panggil aku maxim ngomong-ngomong map maxim suka tidak yaaa aku mencari lokasi gacoan gaadasaran aku tolong update lokasinya iya oh iyaa lagiii aku bingung kenapa driver maxim mobil suka anehanehgak ramah juga tidak semua driver gitu kok cuma yaaku harap ada fitur kaya grabdll kasih deskripsi pas rating
Negatif,hampir tabrak truk
Positif,masa allah smpai dengn slamet sehat terus pak driver
Positif,mudah murah memuaskan pelayanannya
Negatif,rute harga tidak akurat
Positif,baru pertama baik cepat
Positif,bapaknya ramah baik terima kasih kasih pak
Positif,pelayanan memuaskan kan
Negatif,mau lihat riwayat pemesanan tidak ada ada driver sengaja cencel terus terima uang cash soalnya lebihin rb sama driver
Positif,sopir ramah sekalipenjemputan juga cepatterimakasih diantar sampai tujuan selamat
Positif,trimakasih kkaman cepat
Positif,drivernya sangat baikterimakasih banyak
Positif,mantap driver baik sopan
Positif,abang selalu ramah baik
Positif,sangat membantu
Negatif,error melulu apk
Positif,cepat sampai pengemudi ramah terima kasih maksim
Positif,terimakasih mengantar saya ketempat tujuan
Positif,drivernya asik diajak ngobrol enak
Positif,mas baik kooperatif sabar terimakasih
Positif,tepat waktu ramah
Positif,bapaknya baik bangett sediainn raincode padahal ditengah jalan baru hujan
Positif,sopir ramah mengenal rute baik
Negatif,kenapa maxim suka keluar sendiri barang mau login minta kode lama bner gak
Positif,pengemudi anton prabowo motorcycle warna putih nopol ktrk selamat menikmati perjalanan rating
Positif,terima kasih pak
Positif,sangat mantaffbermanfaat
Positif,baik bnget dianter smpai tujuan mksih
Positif,baik banget drivernya terima kasih
Negatif,semoga harga perbaiki memanusiakan drivermu weee ga enak jemput jauh ngantar dekat cuman dapat mitra harusnya paham driver mikirin bbm saldo harus potong kalian siapa salah iyaa saya salah driver mana pernah benar
Positif,mempercepat terlambat
Positif,cepat baik rekomendid
Positif,terimakasih banyak sehat sukses iya
Positif,ramah baik santai
Positif,baik banget sii ramah orangx
Positif,mksh mas baik ramah sopan
Positif,oke bagusramah
Positif,bagus lah pokoeeee
Positif,pengemudi ramah cepat pelayanannya bagus
Positif,baguspelayanan sangat baik
Negatif,mantap sayng orang minta ndk nominal minta lebih dikit walaupun rupiah
Negatif,murah lokasi gk terlalu akurat
Positif,sangat baik cepat
Positif,cepat ramah
Positif,cepat panget pegantera
Positif,baik kali mau bantu semangat bang
Positif,pelayanan baik ramah
Negatif,tolong sesuaikan maps petanya
Positif,baik membantu
Positif,penjemputan cepat pengantaran tepat sampai abangnya ramah baik
Positif,luar biasa pak sukses selalu
Positif,baik nyaman ramah
Negatif,driver ganiat kerja apa bagaimana saya pesan food jam an gadapet driver pdahal dimap tertera banyak lambang kendaraan berarti banyak driver stand by area resto driver ganiat kerja gausah kerja
Positif,drivernya baik ramah
Positif,pelayanan baik
Negatif,asli cacad aplikasi supirnya nakal banyak tipu
Positif,driver ramah banget
Positif,nyaman bagus berkendaraan meskipun saya ngatuk
Positif,baik ramah
Negatif,tolong dong kalau resto tutup diberi tahu kasian drivernya
Positif,sangat membantu
Negatif,aplikasi sedikit ada keluhan kalau order ada baik trik penjemputan langsung buat titik biar lebih mudah mesan soalnya suka salah pesan alamat penjemputan
Positif,mantap sangat deh gerimis juga hajar habismksh om semoga lancar iya
Positif,baik ramah
Positif,harganya murah drivernya ramah
Positif,ramah sopan
Negatif,pembayaran melebihi aplikasi
Negatif,pelayanan oktapi peta wilayahnya map kurang up datedan sangat susah mencarinya
Negatif,tolong perbaiki maps driver tidak kesulitan mencari titik penjemputan
Positif,maxim sangat bagus
Positif,driver ramah baik semoga selalu mudahkan segalanya driver
Positif,cepat mantap
Positif,cepat playanan
Positif,on timeramahcepat
Positif,semoga amanah selalu
Positif,driver baikramah
Positif,cepat aman ramah
Negatif,perbaiki akurasi posisi mapnya
Negatif,aplikasi gajelaspas download bahkan disuruh update apkpadahal udh versi terbarunyatrs pas mau order map bahkan kotak²gmn sih aplikasi niat bikin gasih
Positif,waktu penjemputan sangat baikorangnya ramah sopan
Positif,nuhun kangsehat slalu lancar rezekine
Positif,sangat membatu respon cepat
Positif,terjangkau nyaman
Negatif,hese neang driver pdahal lobaa babii terlambat kerja
Positif,drivernya tepat waktu
Positif,terimakasih sangat membantu
Positif,amanah terima kasih yah pak sehat sehat semoga lancar kan rezekinya semangat
Positif,driver ramahdan seru banget ngobrol terima kasih kakak
Positif,sangat memuaskan dn sopirnya ramah
Positif,maxim makin bagus murah semoga semakin baik selanjutnya
Positif,sehat selalu nggih pak
Positif,smua ok nyaman
Positif,sikap driver baik
Positif,driver ramah hafal banget jalan tidak mempersulit penumpang sangat cekatan
Positif,solusi kala hujan badai
Negatif,tidak ada jemputan driver driver tidak ada respond sama sekali via chat
Negatif,kasian driver diperbudak maxim
Positif,sopan baik sangat berhatihati
Positif,sangat maat baik ramah order dipenuhi indra budiman daihatsu xenia warna abuabu nopol bamz terima kasih atas perjalanan rating
Positif,lebih murah mantap
Negatif,gajelas kalau dapat orderan jauh jauh
Positif,terima kasih kakak anterin
Negatif,maxim pelayanan sangat buruk beberapa kali kejadian kirim barang tidak smpai penerimanya lapor cs ga ada kepastian bahkan kurir maki customer trus harus bagaimana
Positif,barusan dapat maxim pelayanan super ramah baik the best terima kasih saudara laki-laki
Negatif,tolong saya isi rb ewallet maxim bahkan masuk rb sampai ga ada tanggapan apa pun
Negatif,driver mobil mxim pads gak profesional apa kalau ujan apa jauh deket gak mau ambil bahkan ngomonhin tarif kalau mau mahal jangan maxim pelanggan juga mengerti kalau drivernya benar ma aplikas telek
Positif,pelayanan baik banget terima kasih
Positif,cuaca hujan ambil orderan terimakasih
Positif,cepat aman nyaman
Positif,suka banget maxim pengemudinya ramah cepat ngantar sampai rumah
Positif,driver baik banget mau bantu² angkat sampek turukan barang²
Positif,sangat cepat akurat
Positif,driver ramahbaik sabar
Positif,masa saya salah dianterin
Positif,terima kasih atas jasa diberikan mempermudah urusan saya disaat saya sibuk
Positif,cepat sopan baik
Negatif,driver maxim tempat saya banyak tidak pakai atribut raguu apakah drivernya app tidak tolong dipantau area parepare sulawesi selatan
Negatif,baguss sih kadang susah mau ber
Negatif,udh to up kaspro mengisi akun lama banget saya nunggu udh menit ga isi² tu akun kaspro mendingan perbaiki makan waktu orang padahal buru²
Positif,terimakasih sayang ku
Positif,terima kasih buat abangnya mau stepin motor saya kantor galaxi sampai rumah pondok timur semoga ditambahkan rejekinya dibalas kebaikannya sama allah aamiiin
Positif,pengemudi bagus
Positif,pelayanany mantaptrimakasih
Positif,pelayanan lumayan baik lah
Negatif,kenapa maxim aku gk coba perbaiki
Positif,pelayanan bagus
Positif,kereeen terapisnya sopan bersahabat
Negatif,harga aplikasi berbeda pas bayar tidak harga aplikasi
Positif,driver terbaik sangat membantu
Positif,peiayan baik penjemputan cepat
Positif,sangat puas pelayanan iya
Positif,mantap murah lain
Positif,responsif cepat memuaskan
Positif,puas pelayanan kurir bagus sopan cepat sampai tujuan jujur amanah terimakasih
Positif,sangat bermainfaat
Positif,pengemudi ramah kendaraan nyaman
Negatif,tolong perbaiki pembayaran e wallet ditarik drivernya soalnya saya tf e wallet bayar via ternyata driver ga ada mau bagaimana sih pas saya kasih cash bahkan ga ada kembalian sangat mengganggu e wallet kurang berkembang kenapa ditarik driver
Positif,cepat memilih jalan
Positif,trimakasihh sdah mengantarkan
Positif,mudah pesan lebih murahdriver juga banyakselama dapat driver rese sih
Negatif,tarifnya dinaikin kasian drivernya
Positif,bismillahirrahmanirrahim alhamdulillah amanah selamat sampai rumah terimakasih
Positif,sangat bagus layanannya
Positif,drive sangat santai baik
Positif,pengemudinya ramah
Positif,sopanramah supirnya
Positif,terimakasih antar anak saya terima kasih banyak atas respon cepatnya iya sukses selalu hati hati
Positif,maxim baikmksih
Positif,pertama kali mau coba aplikasi
Positif,terima kasih mas penjemputannya cepat
Positif,pelayanan bagus
Positif,sangat baik keinginan
Positif,kurirnya ramah
Positif,baguspelayanan dalam penjemputan berkendara
Positif,bagusdan cepat
Positif,pelayanan mantap
Positif,pelayanan baik
Negatif,murah harga sering berubah bagaimana initolong harga harus fix jangan berubah tengah
Positif,mantaprespon cepattenks to
Negatif,maxim jelek tidak dulu saya buka aplikasi lain kenapa saya ingin buka aplikasi maxim tidak tertulis menghubungkan layanan padahal jaringan baik² saya kasih bintang satu nanti kalau benerin saya kasih bintang
Positif,bagus murah
Negatif,saldo kaspro tanggal feb lalu saya isi rb kemudian saya pakai seharusnya tersisa tanggal feb mau saya pakai order ternyata tidak saldo tersisa padahal tanggal tidak ada transaksi kemana saldo rb saya kok gini sih
Positif,sangat memuaskan pelanggan
Negatif,kode otp kenapa tidak ada
Positif,pelayanannya bagus banget
Positif,mantap ramah cepat
Positif,bagus sekali
Negatif,peta kurang meletakkan titik antar jemput agak susahga pas titikketik alamat lengkap pun ga mohon maaf masukan biar lbh nyaman kostumer
Positif,sangat sangat baikk sekaliii
Positif,baik sekali drivernya ramah tidak sombong sangat membantu terimakasih banyak iya pak semoga kebaikannya balas allah
Positif,nyaman ramah baik
Positif,good job bapaknya ramah maaf terlalu banyak barang bawaan terimakasih semoga bapak sehat sllu dn dlancarkan rezekinya aamiin
Positif,pelayanannya baik bapaknya ramah lancar rezekinya pak
Positif,pelayanannya sangat baik bagus
Positif,driver ramah sopan
Positif,sangat ramah pelayanan sampai tempat tujuan
Positif,pelayanannya ramah sopirnya pun ramah²
Positif,tepat ramah sopan
Negatif,aplikasi siap pakai topup saldo masuknya delay potongan tinggi banget melebihi apk lain secara gak langsung menyusahkan customers semoga diperbaiki pelayanan jangan cuma mementingkan kuantitas kualitas terlampau rendah
Positif,baik sekali pelayanan
Positif,pelayanan ramahmusik ok gak bikin jenuhperjalanan nyamansupir orangnya asikbaikreccomender deh pokoknyapengemudi pratama ananditya toyota avanza warna hitam nopol bpyr selamat menikmati perjalanan rating
Positif,kiriman sampai cepat
Positif,alhamdulillah sampai selamat terima kasih mas antar rsmh ny
Positif,bapak driver ny sangat baik sekali
Positif,semoga keramahannya bertahan
Positif,maxim apk tranportasi terbaik indonesia
Positif,terimakasih orang baik sehat sehat pak
